VideoId;Title;Description;PublishedAt;ViewCount;LikeCount;DlikeandUnknow;FavoriteCount;Words
fUkNgDYckhk;#EnVivo #Teleamazonas #Opción2023;EnVivo #Teleamazonas #Opción2023.;2023-08-21T04:21:16Z;295932;1583;294349;0;Elecciones 2023 Ecuador
G2gePYksfqM;Entrevista a Luisa González en Radio Fiesta;LuisaEnMedios #ENVIVO Sigue la entrevista a Luisa González en Radio Fiesta.;2023-09-07T13:44:06Z;4544;285;4259;0;Problemas de Luisa Gonzales
GDuYVMh0v8g;Hoy a las 20h00 por IngobernablesEc Luisa Gonzales candidata a la presidencia por la RC5;;2023-06-11T15:21:16Z;19902;1486;18416;0;Luisa Gonzales propuestas
gG_-fXLxrYI;Daniel Noboa Azín - Candidato presidencial por la Alianza ADN, Lista 4-35 - 17 08 23;Tema: Elecciones.;2023-08-17T16:42:35Z;0;0;0;0;Acción Democrática Nacional (ADN)
Gg2_30x4Jn0;Qué pasó en las elecciones de Ecuador y Guatemala;La correísta Luisa González ganó las elecciones, pero con un porcentaje de votos que no le alcanzó para evitar la segunda ...;2023-08-21T11:44:34Z;6273;54;6219;0;Elecciones 2023 Ecuador
GhMOZXUs0AQ;Entrevista a Andrés Arauz en Clave Política;AndrésEnMedios #ENVIVO Sigue la entrevista a Andrés Arauz en Clave Política.;2023-09-06T02:18:25Z;3502;255;3247;0;Andres Arauz
GHX6_wfvQ9c;Luisa Gonzalez lidera las encuestas con el 43%;La candidata por la Revolucion Ciudadana, lidera las encuestas con el 43%. Eso significa una sola vuelta Únete a este canal ...;2023-07-01T01:00:09Z;38422;1460;36962;0;Gonzales propuestas
GhZ1b0jt-m8;Nuestra respuesta será: el resurgir de la Patria;Por cada ecuatoriano abandonado por el sistema, víctimas de la inseguridad, condenados al desempleo y la pobreza, rezagados ...;2023-07-16T02:10:36Z;961757;394;961363;0;Luisa Gonzales propuestas
gj1TtWICFYc;Daniel Noboa: Se pueden hacer las reformas base el primer año;Daniel Noboa Azín es el primer candidato presidencial oficialmente inscrito para los comicios anticipados del 2023. Corre bajo el ...;2023-06-08T15:37:14Z;11986;188;11798;0;Noboa propuestas
gkhbNKimpFo;Luisa Gonzales y Alondra Santiago, dejan mensajes para reflexionar;Una Periodista Centrada, una candidata que sabe como hacerlo. No se pierda este video. Únete a este canal para acceder a sus ...;2023-08-12T19:00:10Z;11992;686;11306;0;Problemas de Luisa Gonzales
GkjGqIMPerg;REVOLUCIÓN CIUDADANA INSCRIBE A LUISA GONZÁLEZ Y ANDRÉS ARAUZ COMO SUS CANDIDATOS EN ELECCIONES 2023;ÚNETE A ECUADORINMEDIATO PREMIUM por solo US 3.99 +imp Mensual ...;2023-06-13T19:24:07Z;17189;1134;16055;0;Andres Arauz
GL0UVmgnwSY;Elecciones 2023 Parte1;Conviértete en miembro de este canal para disfrutar de ventajas: ...;2023-08-20T13:45:33Z;42603;2108;40495;0;Elecciones 2023 Ecuador
GnaKvRosDfM;Historia de Acción democrática en menos de 6 minutos;AcciónDemocrática #MUD #Venezuela #AD Una rápida reseña de la participación política de Acción Democrática en el país.;2018-09-15T04:47:43Z;52;6;46;0;Acción Democrática Nacional (ADN)
GtC14-X7lHk;Revolución Ciudadana busca la reelección para la Asamblea | Televistazo | Ecuavisa;El panorama para los interesados en los puestos en la Asamblea parece ser familiar, ya que la mayoría de estos hacían parte de ...;2023-05-31T00:38:07Z;3498;35;3463;0;Revolución Ciudadana
GVGZZ4-NAMo;Daniel Noboa ⚖ Situación judicial 🖊 Subrayado 2023;"El ""Chimi"" y el ""Chano"" han investigado cual es la situación judicial de los actuales candidatos a la presidencia del Ecuador 2023 ...";2023-07-21T14:20:00Z;2853;111;2742;0;Problemas de Daniel Noboa
gxTaDmErOqM;DR. TANDAZO HACE PEDAZOS PLAN DE GOBIERNO DANIEL NOBOA CON UNA IMPORTANTE ADVERTENCIA NOTICIAS RFE;EL DR. AUGUSTO TANDAZO CONFIRMA LAS POLITICAS QUE PLANTEA EL CANDIDATO DANIEL NOBOA SON PRECARIZ.;2023-08-23T10:30:07Z;31080;2292;28788;0;Problemas de Daniel Noboa
h3BTYUiHkpM;TERRIBLE confesión de DANIEL NOBOA “Hay que bajar los sueldos en Ecuador” Moreno detrás de todo;Apoyame a sostener el Canal: https://www.youtube.com/channel/UCeTvDvX-MW0tHetW5wi2zkg/join Donaciones Paypal: ...;2023-08-26T13:18:45Z;63512;4207;59305;0;Problemas de Daniel Noboa
h8pRs19W9i8;Perfil de Verónica Abad, el binomio de Daniel Noboa;LaDefensaEc ahora te trae todos los Binomios Presidenciales. ¿Sabes quién es Verónica Abad? Mira el video y entérate.;2023-06-21T15:00:29Z;986;22;964;0;Verónica Abad
h8Vhye8RFTI;CUARTO DE GUERRA - VERÓNICA ABAD;CUARTO DE GUERRA - VERÓNICA ABAD CANDIDATA A LA VICEPRESIDENCIA DEL ECUADOR @CNE ...;2023-08-16T08:36:18Z;482;16;466;0;Verónica Abad
H8Yj6w6zyv0;Entrevista a Luisa González en Enlace Radial;LuisaEnMedios #ENVIVO Sigue la entrevista a la candidata por la Revolución Ciudadana, Luisa González en Enlace Radial.;2023-09-05T13:51:37Z;3831;246;3585;0;Problemas de Luisa Gonzales
hargQqHen44;Propuestas del presentado por Castillo preocupan a economista Gonzáles Izquierdo;El candidato presidencial de Perú Libre, Pedro Castillo, presentó el llamado “Plan de Gobierno Perú al Bicentenario - Sin ...;2021-05-18T04:05:58Z;5619;109;5510;0;Gonzales propuestas
hawtTITY3e4;"&quot;En mi OPINIÓN no hay SEGUNDA VUELTA, la REVOLUCIÓN CIUDADANA mantiene MÁS del 40% de VOTOS&quot;";Entrevista Ec. Nicanor Moscoso - Expresidente del Tribunal Supremo Electoral. APORTACIONES VOLUNTARIAS AL MEDIO: ...;2023-08-18T19:31:32Z;27859;1788;26071;0;Segunda vuelta Ecuador
HbbXpDbWcdQ;Los ex candidatos, Pedro Palacios y Verónica Abad, no rindieron cuentas de gastos de campaña;;2023-08-04T21:20:01Z;64;2;62;0;Verónica Abad
hd-g6wonkBs;"En Ecuador &quot;vivimos una guerra&quot;: Daniel Noboa en entrevista con AFP";El candidato a la presidencia de Ecuador Daniel Noboa habla en entrevista exclusiva con la AFP sobre la inseguridad en el país, ...;2023-08-25T23:58:06Z;101763;1858;99905;0;Noboa propuestas
hJtALigCKDk;¿Quién es tu Candidato?;Conoce a Verónica Abad candidata para alcaldesa de #Cuenca #CCIOnline #Ecuador.;2022-12-21T01:00:09Z;353;;353;0;Verónica Abad
HLBOmd2yda4;Sol Borja: Ahora el escrutinio sobre Daniel Noboa va a ser mucho más fuerte;Ahora el escrutinio sobre Daniel Noboa va a ser mucho más fuerte de lo que fue en la primera vuelta porque al considerarlo que ...;2023-08-22T14:41:23Z;3304;48;3256;0;Problemas de Daniel Noboa
hmu8wNasvzg;Entrevista a Andrés Arauz en Ecuador en Directo;AndrésEnMedios #ENVIVO Sigue la entrevista a Andrés Arauz en Ecuador en Directo.;2023-08-31T15:45:52Z;14613;765;13848;0;Andres Arauz
Hn2hKkEkpU8;ELECCIONES ECUADOR 2023: Luisa González y Daniel Noboa disputarán la presidencia | Gestión;La candidata #LuisaGonzález, delfín del expresidente socialista Rafael Correa, lidera la primera vuelta de las elecciones ...;2023-08-21T17:24:14Z;6586;115;6471;0;Elecciones 2023 Ecuador
HP7YSg0kdq4;Ejemplo de mujer para el país. Ésa es Luisa Gonzalez;Un sentido discurso entregó en ESMERALDAS, y dijo que la mujer madre soltera se levanta sola. Luisa es un ejemplo Únete a ...;2023-07-09T17:45:08Z;11735;896;10839;0;Luisa Gonzales presidente
hScagM2gUsI;¡Sorpresa Política! Bolívar Armijos Brinda Apoya a Luisa González en Segunda Vuelta Presidencial;En un giro inesperado en el escenario político ecuatoriano, Bolívar Armijos, ex candidato presidencial, ha decidido respaldar ...;2023-08-26T02:00:11Z;8914;553;8361;0;Problemas de Luisa Gonzales
HskVNvU8Ziw;Segunda vuelta en Ecuador: ¿Quiénes son Luisa González y Daniel Noboa, los candidatos más votados?;Ayer, se definieron los dos candidatos que pasan a segunda vuelta en las elecciones presidenciales de Ecuador. #LatinaNoticias ...;2023-08-21T22:12:57Z;778;11;767;0;Segunda vuelta Ecuador
HZX9BbWtmgM;EN VIVO DEBATE PRESIDENCIAL 2023 - ELECCIONES PRESIDENCIALES;;2023-08-14T06:27:01Z;408921;3800;405121;0;Elecciones 2023 Ecuador
I0aZPqXjgwQ;#URGENTE OFICIAL el BINOMIO de la REVOLUCIÓN CIUDADANA ARAUZ - LUISA GONZÁLEZ;Bienvenidos al canal de noticias amateur de Ecuador: Facebook: https://www.facebook.com/gregmEcuador Twitter: ...;2023-06-10T19:21:38Z;14610;880;13730;0;Revolución Ciudadana
I3exrvbWR-U;La historia detrás de Daniel Noboa, candidato a la presidencia;Bienvenidos a #TuÚnicaCasa?! - Síguenos en nuestras redes sociales: Instagram: ...;2023-07-11T17:15:06Z;21000;200;20800;0;Noboa propuestas
IAoQ5h-xBTw;LUISA GONZÁLEZ BRILLA EN EL DEBATE CON LUZ PROPIA A PESAR DE LA VISIBLE ADVERSIDAD NOTICIAS RFE TV;LA CANDIDATA DEL CORREISMO LUISA GONZÁLEZ BRILLA EN SU INTERVENCIÓN DEL DEBATE PRESIDENCIAL ...;2023-08-14T07:45:10Z;28422;1570;26852;0;Luisa Gonzales presidente
icWA9l4JqgI;Elecciones en Ecuador: Daniel Noboa dice que el correísmo usará la polarización para volver al poder;Luisa González, candidata del partido Revolución Ciudadana, y Daniel Noboa aseguraron su paso a la segunda vuelta electoral ...;2023-08-22T19:00:21Z;34703;432;34271;0;Daniel Noboa propuestas
iIQ1ViB4cww;En vivo: Ing. Verónica Abad, pre candidata a la alcaldía de Cuenca;En vivo: Ing. Verónica Abad, pre candidata a la alcaldía de Cuenca.;2022-08-04T13:55:15Z;382;9;373;0;Verónica Abad
iOK_allvtbk;Asambleísta Luisa González - Sesión 823 - #LeySaludMental - Réplica;09 de marzo de 2023 Primer Debate del Proyecto de Ley de Salud Mental.;2023-03-13T16:35:58Z;4148;61;4087;0;Luisa Gonzales propuestas
iq_2cFPcNdk;Noboa se medirá con el correísmo en la segunda vuelta electoral;Daniel Noboa Azín, hijo del 5 veces candidato a la presidencia Álvaro Noboa Pontón, logró pasar a la segunda vuelta y se ...;2023-08-21T20:19:24Z;4185;59;4126;0;Segunda vuelta Ecuador
iRF5BaTqS68;TERROR EN INAUGURACIÓN DE CENTRAL REVOLUCION CIUDADANA HUAQUILLAS POR ARTEFACTO DET0.N0 NOTICIAS RFE;MOMENTO DE PAN.ICO SE VIVIÓ EN LA NOCHE DE AYER EN LA INAUGURACION DE LA CENTRAL DE REVOLUCION ...;2023-06-28T12:10:11Z;12599;1119;11480;0;Revolución Ciudadana
iTqZnSwvd2g;¿Puede Daniel Noboa llegar a la presidencia? Elecciones en Ecuador, Gabriela Avendaño en #DNEWS;Ecuador #Elecciones #eleccionesecuador2023 Gabriela Avendaño, Politóloga y asesora de campaña de Daniel Noboa ...;2023-08-22T16:40:32Z;90401;1198;89203;0;Noboa propuestas
IuW589i-GTU;🔴 #EnVIVO | ¡Bienvenidos a Bajo El Ocaso 🌆¡Noboa se desmarca de Verónica Abad.;EnVIVO | ¡Bienvenidos a Bajo El Ocaso ¡Noboa se desmarca de Verónica Abad. AQUI, el tema hoy.;2023-09-04T23:03:37Z;15217;816;14401;0;Verónica Abad
IW3wwnPE2Gg;Las propuestas de Luisa González | ¿Vive en el pasado? | BN Periodismo | Noticias de Ecuador;Las propuestas de Daniel Noboa: https://youtu.be/TE9Bk96uVAo Conviértete en miembro de este canal para disfrutar de ...;2023-09-04T03:27:51Z;36769;2124;34645;0;Luisa Gonzales propuestas
IWstjKjF2XY;El candidato Daniel Noboa, recibió respaldo de varias organizaciones políticas y colectivos en Loja;Acción Democrática Nacional (ADN), la alianza que impulsa la candidatura presidencial de Daniel Noboa, recibió formalmente el ...;2023-08-31T23:18:50Z;699;9;690;0;Acción Democrática Nacional (ADN)
Ix0Cp3ordc8;Elecciones en Ecuador apuntan a segunda vuelta entre González y Novoa;(21 Aug 2023) ASSOCIATED PRESS Quito, Ecuador - 20 de agosto de 2023 Ecuador avanza a un balotaje presidencial entre la ...;2023-08-26T16:18:39Z;2518;21;2497;0;Segunda vuelta Ecuador
Ixpouf_FX_Q;Niñería en la Política: Juan Yánez Cuestiona la Candidatura de Daniel Noboa;Controversia en Ecuador! Juan Yánez, destacado activista político, lanza fuertes críticas contra la candidatura de Daniel Noboa ...;2023-09-05T22:00:09Z;5147;331;4816;0;Problemas de Daniel Noboa
J1OOupolFAA;Verónica Abad se prepara para llegar a la vicepresidencia | Contacto Directo | Ecuavisa;Verónica Abad Rojas, es la precandidata a la vicepresidencia como parte del binomio de Daniel Noboa. Abad menciona que ...;2023-06-13T13:16:20Z;13327;146;13181;0;Verónica Abad
j7kxtmjAvzs;TERRIBLE ¡Caída! De Daniel Noboa | Luisa González se ubica en 1 lugar de las encuestas Ecuador 2023;Noticias de Ecuador, lo que no te cuentan en la TV. Twitter : https://twitter.com/enigma_politico Facebook: ...;2023-09-07T13:35:24Z;35597;4911;30686;0;Problemas de Daniel Noboa
j8BvwHXEMuU;LUISA GONZÁLEZ PERFILA COMO FUERTE CARTA CANDIDATA PRESIDENTE DE ECUADOR DEL CORREISMO NOTICIAS RFE;EX ASAMBLEÍSTA LUISA GONZÁLEZ SE SUMA A LA LISTA DE POSIBLE CANDIDATOS PRESIDENCIABLE QUE PODRÍA ...;2023-05-29T10:30:07Z;17346;1105;16241;0;Gonzales propuestas
jeV8Z9_qDlo;"Daniel Noboa: &#39;el Ecuador ha ganado&#39; #ecuador #elecciones #noticias";;2023-08-21T16:04:27Z;25285;852;24433;0;Daniel Noboa propuestas
jF3WmbQvRvc;"&quot;La REVOLUCIÓN CIUDADANA debería FELICITAR a VERÓNICA ABAD y decirle eres NUESTRA &#39;JEFA de CAMPAÑA&quot;";APORTACIONES VOLUNTARIAS AL MEDIO: Banco Internacional Cta. Ahorros: 8043801/ Jaime De La Cruz CI. 0914835483 ...;2023-08-31T00:31:09Z;2245;104;2141;0;Verónica Abad
jHVCDdARpJY;Asambleísta Luisa González - Sesión 823 - #LeySaludMental - Réplica;09 de marzo de 2023 Primer Debate del Proyecto de Ley de Salud Mental.;2023-03-09T16:24:31Z;2388;23;2365;0;Campaña Luisa Gonzales
JhWYKWYBhkM;Nuevo candidato presidencial para las elecciones en Ecuador;La violencia y la inseguridad marcan los comicios que se realizarán el próximo 20 de agosto. El movimiento Construye ha ...;2023-08-14T00:51:33Z;28088;530;27558;0;Elecciones 2023 Ecuador
Jl745KZX75s;LUISA GONZÁLEZ: ¿UNA MUJER PARA ENFRENTAR LAS CRISIS DE ECUADOR?;Únete a este canal para acceder a sus beneficios: https://www.youtube.com/channel/UCsEIvwwNc0P-TUuUgonGyUQ/join Únete ...;2023-06-12T14:12:45Z;77112;3911;73201;0;Luisa Gonzales propuestas
JnRpdTpEcYY;Se prepara el debate presidencial entre Daniel Noboa y Luisa González;Entérate de los sucesos nacionales e internacionales más destacados en El Noticiero. - Síguenos en nuestras redes sociales: ...;2023-09-05T14:04:32Z;2411;35;2376;0;Daniel Noboa presidente
JR4Zt-g-j0k;🔴¡MIRA COMO VERONICA ABAD COPIA DISCURSO DE HUMO DE GUILLERMO LASSO!;noticiasecuador #RegionnetworkNewsEcuador #ecuador Consigamos 100.000 seguidores. Haga clic en el botón de suscripción.;2023-08-28T13:18:29Z;1133;56;1077;0;Verónica Abad
jsHieCsOGLE;Segunda vuelta entre Abdalá Bucaram y Jaime Nebot - Elecciones 1996;Todo sobre #Elecciones2021 lo encuentras AQUÍ https://www.ecuavisa.com/elecciones2021 #NoticiasEcuador #EcuadorNews ...;2021-04-11T02:28:09Z;20859;309;20550;0;Segunda vuelta Ecuador
JuG5cSgLtx4;Entrevista al candidato a vicepresidente Andrés Arauz en Otro Relato electoral con Orlando Pérez;Bienvenidos a nuestra comunidad de YouTube. Somos Radio Pichincha, el otro relato. Síguenos en redes sociales: Facebook: ...;2023-09-08T15:44:12Z;7803;719;7084;0;Andres Arauz
JWqCELB8jcE;Daniel Noboa en El Carpool de Logan | Logan y Logan;El más joven de todos los candidatos presidenciales de Ecuador (35), pero un legado que viene desde hace muchos años.;2023-08-16T21:48:46Z;403710;19067;384643;0;Noboa propuestas
JySklUScW1g;LUISA GONZÁLEZ: CASO LLORI NO ESTÁ CERRADO;ÚNETE A ECUADORINMEDIATO PREMIUM por solo US 3.99 +imp Mensual Para que puedas acceder a beneficios como ...;2022-11-27T16:32:07Z;8167;569;7598;0;Problemas de Luisa Gonzales
K_OLF7XuMtw;"🔴 EN VIVO 🔴 Verónica Abad: &quot;Hay que privatizar salud, educación y seguridad social&quot; | 29/08/2023.";LOS ESPECIALISTAS 29 AGOSTO 2023 Invitada: Ec. Wilma Salgado - Exministra de Finanzas. Invitado: PhD. Miguel ...;2023-08-29T15:58:28Z;30087;2564;27523;0;Verónica Abad
k1vLyL9kcdw;Debates y encuestas electorales en Ecuador: ¿Cuál podría ser su incidencia en la segunda vuelta?;ElGranMusical | #ÁlvaroMarchante | #PolíticaEcuador | #SegundaVueltaEcuador | #EleccionesEcuador | #Comunicaliza ...;2023-08-31T15:53:07Z;2033;22;2011;0;Segunda vuelta Ecuador
K4WBh7gmx4A;CON ESTO LUISA GONZÁLEZ GANARÍA EN UNA SOLA VUELTA LAS ELECCIONES EN ECUADOR NOTICIAS RFE TV;SI LA AB. LUISA GONZÁLEZ ESCUCHA AL PUEBLO Y CUMPLE ESTE CLAMOR NO SOLO ALIVIARÍA EL BOLSILLO DEL ...;2023-08-17T18:55:07Z;31315;2061;29254;0;Elecciones 2023 Ecuador
K4xRf_XM6oY;Nuestro asesor, será Rafael Correa dijo Luisa Gonzalez;Qué es mejor asesor, que Rafael Correa Delgado, quien dio dignidad durante 10 años, así lo dijo Luisa Delgado en medios.;2023-06-21T22:45:07Z;1859;85;1774;0;Gonzales propuestas
K5Rpq6c_slU;El PSC se suma a apoyar la candidatura de Daniel Noboa;El Partido Social Cristiano se suma a apoyar la candidatura de Daniel Noboa Azin. En la Asamblea esta organización política ...;2023-08-28T20:27:53Z;1086;17;1069;0;Daniel Noboa presidente
K644CmqLpPU;No hay segunda vuelta, así como vamos en la revolución;Increíble la manera de haber multitud en cada cantón que va a la Revolucion Ciudadana con Luisa Gonzalez Únete a este canal ...;2023-06-22T03:00:08Z;21667;883;20784;0;Revolución Ciudadana
K6S7J7HZ5IQ;Verónica Abad Candidata a la Vicepresidencia, nos comenta sus propuestas de Campaña.;[ENTREVISTA] Verónica Abad Candidata a la Vicepresidencia, nos comenta sus propuestas de Campaña. #CCIOnline ...;2023-07-26T09:00:02Z;862;;862;0;Verónica Abad
KA72qa16_Sc;👷🏾 Así se ENCUENTRA el MÁGICO GONZÁLEZ 🏟️ | Danny Ríos con 2 ASISTENCIAS | TAMACAS NO ENTRENÓ;Contacto profesional y propuestas: business.universoes@gmail.com Conviértete en miembro de este canal para disfrutar de ...;2023-09-10T18:58:21Z;2424;74;2350;0;Gonzales propuestas
kbJUks1m_R0;Asambleísta del correísmo agradece apoyo de Leonardo Cortazar;La legisladora por la bancada de UNES, Patricia Núñez, conocería una supuesta red de apoyo financiero entre Leonardo ...;2023-02-24T19:26:37Z;117;2;115;0;Acción Democrática Nacional (ADN)
kBl_XecLux0;Guillermo Lasso y Andrés Arauz participaron del debate presidencial;Visita nuestra web oficial en: ▻ http://www.teleamazonas.com/ ...;2021-03-22T12:33:18Z;11242;151;11091;0;Andres Arauz
KbOGZxf4Qcw;Propuestas para la nueva Asamblea Nacional;En PORTADAS, dialogaremos con Eckenner Recalde, Candidato Asambleísta por Pichincha - alianza Acción Democrática ...;2023-07-12T03:44:31Z;42828;2241;40587;0;Acción Democrática Nacional (ADN)
KcBsa6lZq7k;Asambleísta Luisa González - Sesión 758 - #InterrupciónEmbarazoEnCasoDeViolación;03 de febrero de 2022 Informe para Segundo Debate del Proyecto de Ley Orgánica que Garantiza la Interrupción Voluntaria del ...;2022-02-03T17:47:02Z;2574;19;2555;0;Campaña Luisa Gonzales
KD4oLU7hb3E;LUISA GONZALEZ LANZA SU VIDEO OFICIAL DE CAMPAÑA ¡Y FUE GASEADA!;APOYA CON TU DONACION PARA PODER SEGUIR INFORMANDOTE: ...;2023-06-14T03:13:03Z;37495;2777;34718;0;Campaña Luisa Gonzales
kFCb7c35hps;Ecuador Vice Presidential candidate Andres Arauz in Brussels for CPDP 2023;Nym advisor and former central bank director of Ecuador Andres Arauz, understands the vital connection between financial ...;2023-06-16T10:00:08Z;1310;97;1213;0;Andres Arauz
kFe1rNW6LGU;Podkas Ecuador - Episodio 4: Resultados de la primera vuelta electoral junto a Andrea Yépez.;"Cuarto episodio de Podkas Ecuador! un espacio donde hablamos de ""lo que no deberías hablar en tu primera cita"" de una ...";2023-09-09T00:30:07Z;216;11;205;0;Segunda vuelta Ecuador
kg-_cA0eY6E;"&quot;Verónica ABAD es militante de CREO, Yo advertí que los candidatos de LASSO iban con otras CARETAS&quot;";APORTACIONES VOLUNTARIAS AL MEDIO: Banco Internacional Cta. Ahorros: 8043801/ Jaime De La Cruz CI. 0914835483 ...;2023-09-01T00:34:22Z;1856;96;1760;0;Verónica Abad
khkKoKkL-nE;🔴 #EN VIVO | Voz y Voto 2023 | Las urnas se cierran y empieza el conteo electoral en Ecuador;Mira la señal de TC Televisión y mantente informado en www.tctelevision.com.;2023-08-21T03:09:57Z;695397;3745;691652;0;Elecciones 2023 Ecuador
kHzdDCrNAEU;PRESENTACIÓN OFICIAL DEL BINOMIO PRESIDENCIAL DE LA REVOLUCIÓN CIUDADANA;;2023-06-10T20:26:43Z;12330;321;12009;0;Revolución Ciudadana
KiSsTO6LsLU;Verónica Abad: Candidata a la vicepresidencia de Ecuador | Análisis con Ricardo Mórtola;SUSCRÍBETE: http://www.youtube.com/c/MarielaViteriTV Más noticias y entrevistas en: http://marielatv.com HAZ CLIC EN “ME ...;2023-07-04T01:49:24Z;707;18;689;0;Verónica Abad
knqU9dBfft4;Verónica Abad;Candidata a Alcalde de Cuenca por movimiento Amigo Tema: Propuestas de campaña Suscríbete a nuestro canal para más ...;2022-10-17T18:36:20Z;196;0;196;0;Verónica Abad
koCZobkSKfs;Alianza Acción Democrática Nacional piensa en cómo enfrentará la segunda vuelta electoral;La alianza Acción Democrática Nacional piensa ya en cómo enfrentará la segunda vuelta electoral. Según Verónica Abad ...;2023-08-21T20:07:24Z;417;4;413;0;Acción Democrática Nacional (ADN)
KQsy26pCpaE;#PROPUESTAS: LUIS FERNANDO GONZALEZ;propuestas . 7 de cada 10 ciudadanos de Central claman por un empleo. Y el candidato del Partido Colorado Luis Fernando ...;2023-03-22T18:16:13Z;157;3;154;0;Gonzales propuestas
lASsVULvsow;Actualización Elecciones presidenciales en Ecuador.;Actualización En vivo de la jornada electoral en Ecuador ante fuertes medidas de seguridad.;2023-08-21T01:15:49Z;27628;181;27447;0;Elecciones 2023 Ecuador
LcDJBjINkJM;Daniel Noboa cerró su campaña con una caravana en el centro de Guayaquil | Televistazo | Ecuavisa;A pesar de una balacera ocurrida en el cantón Durán, el candidato Daniel Noboa cerró su campaña con un recorrido en ...;2023-08-18T01:23:37Z;4043;37;4006;0;Campaña Daniel Noboa
lIpgnsZN2WA;Banzer Si cumple - Raro Jingle del ADN;Acción Democrática Nacionalista (ADN) es un partido boliviano derechista que fue fundado por Hugo Banzer con el propósito de ...;2022-11-15T04:05:55Z;661;10;651;0;Acción Democrática Nacional (ADN)
LJknF2PRaFE;La toma de la sede de Acción Democrática | Mi Comentario de la Semana;Analizamos la situación generada con la toma de las sedes de AD, y también comentamos el inicio de la postulación de ...;2020-08-10T17:00:09Z;92152;1137;91015;0;Acción Democrática Nacional (ADN)
LKer_7WmkA4;"VIDA POLÍTICA DE &quot;ACCIÓN DEMOCRÁTICA NACIONALISTA&quot;, A.D.N., EN ESTE SIGLO XXI-- 44 AÑOS DE VIDA..!";ES INDUDABLE QUE LA POLÍTICA Y EL PARTIDISMO, VAN DE LA MANO CON LA NATURALEZA HUMANA. POR TAL RAZÓN ...;2023-03-24T03:27:21Z;99;4;95;0;Acción Democrática Nacional (ADN)
LKNOw9Zadb0;Daniel Noboa, el candidato sorpresa en Ecuador que avanzó al balotaje • FRANCE 24 Español;Daniel Noboa es un empresario conservador y la gran sorpresa de la primera vuelta electoral en Ecuador, donde se alzó con un ...;2023-08-22T00:35:36Z;14942;191;14751;0;Noboa propuestas
LOW_I6faA2o;Entrevista a Luisa González en Radio Líder;LuisaEnMedios #ENVIVO Sigue la entrevista a Luisa González en Radio Líder.;2023-09-09T02:32:32Z;32308;2584;29724;0;Luisa Gonzales presidente
lTvHcN9ZJV4;Verónica Abad es la única mujer pre-candidata para la Alcaldía de Cuenca;;2022-08-11T20:08:36Z;444;4;440;0;Verónica Abad
lvHC37hMB-Q;"&quot;ESTARÉ donde el PROYECTO de la REVOLUCIÓN CIUDADANA me NECESITE&quot;";Entrevista Ab. Luisa González - Exasambleísta de UNES. APORTACIONES VOLUNTARIAS AL MEDIO: Banco Internacional ...;2023-06-01T20:18:15Z;3380;186;3194;0;Revolución Ciudadana
lw6h1wxH884;Andrea González suma su apoyo a la candidatura de Daniel Noboa;La excandidata a la vicepresidencia por el movimiento Construye, Andrea González Nader, suma su apoyo a la candidatura de ...;2023-08-23T20:46:36Z;13838;306;13532;0;Campaña Daniel Noboa
M_FRsbpiN2U;"Canción de la Acción Democrática Nacionalista: &quot;Mi General, el pueblo te saluda con amor&quot;";"Zakarnok TV 2: https://www.youtube.com/channel/UCKzDB_vKHg62ywj1dA950uA ========================== ""Mi General, ...";2020-10-28T18:00:22Z;13613;408;13205;0;Acción Democrática Nacional (ADN)
M2l8yFwUa8w;Verónica Abad;Candidata alcaldía de cuenca por el Movimiento Amigo Tema: Propuestas de campaña Suscríbete a nuestro canal para más ...;2023-01-19T20:37:47Z;162;4;158;0;Verónica Abad
mFIBxEP8fkQ;Llaman la atención de Luisa González por agradecer 😄 🖊 Subrayado 2023;Respondiendo a la propuesta de Pérez Guartanbel, La candidata por la revolución ciudadana Luisa González se sale del ...;2023-08-14T13:33:00Z;4328;218;4110;0;Luisa Gonzales presidente
mGhkkJS4VWY;"LE DAN CON TODO A LUISA POR &quot;COMPARAR A ECUADOR CON VENEZUELA&quot; / NOBOA LA VUELVE A EMBARRAR";APOYA CON TU DONACION PARA PODER SEGUIR INFORMANDOTE: ...;2023-09-07T22:46:21Z;29566;1383;28183;0;Problemas de Luisa Gonzales
mlOFMboE48I;MANABI es bastión de la revolución ciudadana. Nada nos detendrá;La candidata a la presidencia de la República, Luisa Gonzalez, explicó que MANABI es bastión de la revolución, que nada ni ...;2023-06-14T18:30:10Z;2976;191;2785;0;Revolución Ciudadana
Mml7_gV5mao;Himno de Accion democratica.mp4;;2010-03-31T00:42:41Z;469;2;467;0;Acción Democrática Nacional (ADN)
mOp0wSE48yM;Luisa González llega a El Oro la Revolución Ciudadana.#ConLuisa tendremos el #ResurgirDeLaPatria;Apoyame a sostener el Canal: https://www.youtube.com/channel/UCeTvDvX-MW0tHetW5wi2zkg/join Donaciones Paypal: ...;2023-06-29T19:26:19Z;32151;2390;29761;0;Luisa Gonzales presidente
MovfX8Y5Dxc;No hay segunda vuelta, aquí le decimos porque;Según Omar Malúk, un investigador profundo, dice que no habrá segunda vuelta porque la intención del voto para Luisa ...;2023-07-10T22:15:09Z;6307;426;5881;0;Segunda vuelta Ecuador
